"userName","movieId","userRating","ratingTimestamp"
"Jessica Sherman","1208","5.0","949779173"
"Jessica Sherman","1198","5.0","949779173"
"Jessica Sherman","1200","5.0","949896244"
"Jessica Sherman","2033","4.0","949982239"
"Jessica Sherman","2021","4.0","949896114"
"Jessica Sherman","2046","5.0","949810618"
"Jessica Sherman","2034","4.0","949896183"
"Jessica Sherman","2014","4.0","949919454"
"Jessica Sherman","2005","5.0","949896070"
"Jessica Sherman","2020","4.0","949811738"
"Jessica Sherman","2018","5.0","949778771"
"Jessica Sherman","2000","5.0","949811602"
"Jessica Sherman","1994","5.0","949896309"
"Jessica Sherman","2003","2.0","949918970"
"Jessica Sherman","2002","3.0","949895907"
"Jessica Sherman","1961","5.0","949918743"
"Jessica Sherman","1954","5.0","949810261"
"Jessica Sherman","1968","5.0","949811559"
"Jessica Sherman","1967","3.0","949949538"
"Jessica Sherman","1858","5.0","949919738"
"Jessica Sherman","1917","4.0","949810688"
"Jessica Sherman","1918","2.0","949895956"
"Jessica Sherman","1953","5.0","949810261"
"Jessica Sherman","1580","5.0","949919978"
"Jessica Sherman","1663","4.0","949811559"
"Jessica Sherman","1674","5.0","949896244"
"Jessica Sherman","1805","1.0","949895864"
"Jessica Sherman","1387","5.0","949810261"
"Jessica Sherman","1388","4.0","949810302"
"Jessica Sherman","1396","5.0","949895772"
"Jessica Sherman","1544","3.0","949811230"
"Jessica Sherman","1374","4.0","949918787"
"Jessica Sherman","1376","3.0","949918904"
"Jessica Sherman","1377","3.0","949810688"
"Jessica Sherman","1380","5.0","949896377"
"Jessica Sherman","435","1.0","949920135"
"Jessica Sherman","434","4.0","949810688"
"Jessica Sherman","431","3.0","949895772"
"Jessica Sherman","410","3.0","949919883"
"Jessica Sherman","480","5.0","949810582"
"Jessica Sherman","464","4.0","949811315"
"Jessica Sherman","442","4.0","949920028"
"Jessica Sherman","440","4.0","949919802"
"Jessica Sherman","356","5.0","949919763"
"Jessica Sherman","349","5.0","949810582"
"Jessica Sherman","329","3.0","949810618"
"Jessica Sherman","296","5.0","949895708"
"Jessica Sherman","380","3.0","949810534"
"Jessica Sherman","367","4.0","949895887"
"Jessica Sherman","364","5.0","949949538"
"Jessica Sherman","357","5.0","949919681"
"Jessica Sherman","141","5.0","949919681"
"Jessica Sherman","153","4.0","949811346"
"Jessica Sherman","34","5.0","949919556"
"Jessica Sherman","112","5.0","949810582"
"Jessica Sherman","260","5.0","949779042"
"Jessica Sherman","289","4.0","949778802"
"Jessica Sherman","173","3.0","949811346"
"Jessica Sherman","185","3.0","949920047"
"Jessica Sherman","10","4.0","949810645"
"Jessica Sherman","1097","5.0","949778771"
"Jessica Sherman","1089","5.0","949895732"
"Jessica Sherman","1127","5.0","949896275"
"Jessica Sherman","1125","5.0","949919399"
"Jessica Sherman","1194","5.0","949919419"
"Jessica Sherman","1136","5.0","949919372"
"Jessica Sherman","1197","5.0","949811490"
"Jessica Sherman","1196","5.0","949779173"
"Jessica Sherman","1030","5.0","949896377"
"Jessica Sherman","1028","5.0","949949638"
"Jessica Sherman","1032","5.0","949949538"
"Jessica Sherman","1031","5.0","949896377"
"Jessica Sherman","1036","5.0","949896244"
"Jessica Sherman","1033","5.0","949949638"
"Jessica Sherman","1079","5.0","949811523"
"Jessica Sherman","1073","5.0","949919372"
"Jessica Sherman","858","5.0","949779022"
"Jessica Sherman","903","5.0","949919189"
"Jessica Sherman","910","4.0","949919306"
"Jessica Sherman","913","5.0","949919247"
"Jessica Sherman","919","5.0","949949396"
"Jessica Sherman","1011","4.0","949919454"
"Jessica Sherman","1016","4.0","949919322"
"Jessica Sherman","1022","5.0","949949638"
"Jessica Sherman","541","5.0","949779091"
"Jessica Sherman","588","5.0","949949486"
"Jessica Sherman","589","5.0","949919938"
"Jessica Sherman","590","3.0","949810534"
"Jessica Sherman","594","5.0","949949538"
"Jessica Sherman","596","5.0","949949638"
"Jessica Sherman","610","4.0","949982238"
"Jessica Sherman","616","5.0","949949444"
"Jessica Sherman","4006","2.0","949982238"
"Jessica Sherman","3263","3.0","949919845"
"Jessica Sherman","3265","5.0","949895732"
"Jessica Sherman","3071","4.0","949918715"
"Jessica Sherman","3060","5.0","949919656"
"Jessica Sherman","3040","5.0","949919419"
"Jessica Sherman","3039","4.0","949811559"
"Jessica Sherman","3034","5.0","949949444"
"Jessica Sherman","3016","3.0","949896543"
"Jessica Sherman","2991","5.0","949810261"
"Jessica Sherman","2987","5.0","949918807"
"Jessica Sherman","3255","4.0","949919738"
"Jessica Sherman","3251","5.0","949918970"
"Jessica Sherman","3210","4.0","949811523"
"Jessica Sherman","3208","2.0","949778946"
"Jessica Sherman","3169","4.0","949918904"
"Jessica Sherman","3108","5.0","949919738"
"Jessica Sherman","3104","4.0","949811603"
"Jessica Sherman","3101","4.0","949896275"
"Jessica Sherman","2124","4.0","949919763"
"Jessica Sherman","2140","5.0","949896070"
"Jessica Sherman","2114","5.0","949918927"
"Jessica Sherman","2115","5.0","949918994"
"Jessica Sherman","2144","5.0","949811603"
"Jessica Sherman","2161","5.0","949896070"
"Jessica Sherman","2141","4.0","949982239"
"Jessica Sherman","2143","4.0","949896114"
"Jessica Sherman","2194","5.0","949918764"
"Jessica Sherman","2248","4.0","949811559"
"Jessica Sherman","2174","5.0","949896070"
"Jessica Sherman","2193","3.0","949896070"
"Jessica Sherman","2289","5.0","949919556"
"Jessica Sherman","2348","4.0","949918927"
"Jessica Sherman","2723","5.0","949810582"
"Jessica Sherman","2734","4.0","949778714"
"Jessica Sherman","2699","4.0","949896497"
"Jessica Sherman","2716","5.0","949811523"
"Jessica Sherman","2659","3.0","949918671"
"Jessica Sherman","2683","4.0","949896497"
"Jessica Sherman","2628","5.0","949810582"
"Jessica Sherman","2640","5.0","949810261"
"Jessica Sherman","2551","4.0","949896275"
"Jessica Sherman","2616","1.0","949895993"
"Jessica Sherman","2454","5.0","949982274"
"Jessica Sherman","2467","5.0","949918875"
"Jessica Sherman","2406","5.0","949918994"
"Jessica Sherman","2409","4.0","949810302"
"Jessica Sherman","2371","4.0","949811603"
"Jessica Sherman","2403","4.0","949918994"
"Jessica Sherman","2986","3.0","949896015"
"Jessica Sherman","2968","5.0","949896070"
"Jessica Sherman","2918","5.0","949811559"
"Jessica Sherman","2916","4.0","949810534"
"Jessica Sherman","2903","1.0","949896309"
"Jessica Sherman","2902","2.0","949896309"
"Jessica Sherman","2877","5.0","949896377"
"Jessica Sherman","2872","5.0","949896114"
"Jessica Sherman","2867","3.0","949918875"
"Jessica Sherman","2822","3.0","949811230"
"Jessica Sherman","2804","5.0","949811738"
"Jessica Sherman","2797","5.0","949896070"
"Jessica Sherman","2795","4.0","949811603"
"Jessica Sherman","2791","5.0","949811490"
"Jessica Sherman","2788","5.0","949919399"
"Jessica Sherman","2770","1.0","949896521"
"Jessica Sherman","2102","5.0","949949396"
"Jessica Sherman","2105","4.0","949896114"
"Jessica Sherman","2109","5.0","949919399"
"Jessica Sherman","2110","3.0","949896309"
"Jessica Sherman","2091","5.0","949896183"
"Jessica Sherman","2094","4.0","949920028"
"Jessica Sherman","2096","5.0","949949538"
"Jessica Sherman","2100","5.0","949896114"
"Jessica Sherman","2081","4.0","949982239"
"Jessica Sherman","2085","5.0","949949444"
"Jessica Sherman","2086","5.0","949896114"
"Jessica Sherman","2087","5.0","949949638"
"Jessica Sherman","2054","3.0","949896114"
"Jessica Sherman","2064","5.0","949918648"
"Jessica Sherman","2078","5.0","949949444"
"Jessica Sherman","2080","5.0","949919306"
"Jessica Sherman","2268","5.0","949895772"
"Jessica Sherman","2263","3.0","949896309"
"Oscar Harmon","141","4.0","1163374242"
"Oscar Harmon","150","4.0","1163374404"
"Oscar Harmon","39","4.0","1163374952"
"Oscar Harmon","104","4.0","1163374639"
"Oscar Harmon","3","4.0","1163374957"
"Oscar Harmon","377","4.0","1163373610"
"Oscar Harmon","440","4.0","1163374477"
"Oscar Harmon","364","4.0","1163373752"
"Oscar Harmon","367","4.0","1163373755"
"Oscar Harmon","344","3.5","1163373636"
"Oscar Harmon","356","4.0","1163374152"
"Oscar Harmon","231","3.5","1163373762"
"Oscar Harmon","277","4.5","1163373208"
"Oscar Harmon","1721","4.0","1163373744"
"Oscar Harmon","1777","4.0","1163374601"
"Oscar Harmon","1784","4.5","1163374251"
"Oscar Harmon","1923","4.5","1163373726"
"Oscar Harmon","1393","3.5","1163374165"
"Oscar Harmon","1485","4.5","1163374608"
"Oscar Harmon","1544","3.5","1163374562"
"Oscar Harmon","1682","4.0","1163374214"
"Oscar Harmon","2081","5.0","1163373109"
"Oscar Harmon","2273","4.0","1163373276"
"Oscar Harmon","2294","4.0","1163373251"
"Oscar Harmon","2355","3.5","1163374184"
"Oscar Harmon","1961","4.0","1163373675"
"Oscar Harmon","1968","4.0","1163374324"
"Oscar Harmon","1997","3.5","1163374593"
"Oscar Harmon","2023","1.5","1163373188"
"Oscar Harmon","788","3.5","1163374993"
"Oscar Harmon","597","5.0","1163373711"
"Oscar Harmon","903","3.5","1163373135"
"Oscar Harmon","858","2.5","1163373651"
"Oscar Harmon","586","4.0","1163374392"
"Oscar Harmon","500","4.5","1163373718"
"Oscar Harmon","595","4.0","1163374190"
"Oscar Harmon","588","3.5","1163373551"
"Oscar Harmon","1247","4.0","1163374582"
"Oscar Harmon","1221","2.5","1163374239"
"Oscar Harmon","1380","5.0","1163373044"
"Oscar Harmon","1307","4.0","1163374495"
"Oscar Harmon","1022","4.0","1163373316"
"Oscar Harmon","919","4.0","1163374286"
"Oscar Harmon","1193","3.0","1163374173"
"Oscar Harmon","1035","5.0","1163373103"
"Oscar Harmon","2997","3.5","1163374127"
"Oscar Harmon","3114","3.5","1163374263"
"Oscar Harmon","3176","3.5","1163374408"
"Oscar Harmon","3408","4.0","1163374137"
"Oscar Harmon","3753","3.5","1163373148"
"Oscar Harmon","41566","4.0","1163374144"
"Oscar Harmon","41569","4.0","1163374167"
"Oscar Harmon","48385","4.5","1163374357"
"Oscar Harmon","33679","4.0","1163374517"
"Oscar Harmon","34162","4.5","1163374227"
"Oscar Harmon","35836","4.0","1163374275"
"Oscar Harmon","40819","4.5","1163374283"
"Oscar Harmon","6711","2.5","1163373238"
"Oscar Harmon","6502","4.0","1163374455"
"Oscar Harmon","8376","4.0","1163374742"
"Oscar Harmon","6942","4.0","1163374511"
"Oscar Harmon","6218","3.5","1163374491"
"Oscar Harmon","5995","4.0","1163374533"
"Oscar Harmon","6377","4.0","1163373626"
"Oscar Harmon","6373","4.0","1163374572"
"Oscar Harmon","30749","4.5","1163374702"
"Oscar Harmon","30707","4.5","1163374340"
"Oscar Harmon","33166","5.0","1163374211"
"Oscar Harmon","30793","3.5","1163374177"
"Oscar Harmon","8622","3.5","1163374118"
"Oscar Harmon","8464","4.0","1163374381"
"Oscar Harmon","8644","4.0","1163374426"
"Oscar Harmon","8636","4.5","1163373593"
"Oscar Harmon","4718","3.5","1163375131"
"Oscar Harmon","4963","3.0","1163373548"
"Oscar Harmon","4308","3.5","1163374354"
"Oscar Harmon","4447","4.5","1163375033"
"Oscar Harmon","4025","4.5","1163375145"
"Oscar Harmon","4306","3.5","1163374103"
"Oscar Harmon","4018","4.0","1163375025"
"Oscar Harmon","4022","3.5","1163373696"
"Oscar Harmon","5679","4.5","1163374389"
"Oscar Harmon","5816","3.0","1163373688"
"Oscar Harmon","5464","4.0","1163374443"
"Oscar Harmon","5669","3.5","1163374206"
"Oscar Harmon","5299","4.5","1163373299"
"Oscar Harmon","5349","4.5","1163373606"
"Oscar Harmon","4995","4.5","1163373616"
"Oscar Harmon","5266","3.5","1163374995"
"Oscar Harmon","2918","3.5","1163374278"
"Oscar Harmon","2770","3.5","1163374947"
"Oscar Harmon","2762","3.5","1163373743"
"Oscar Harmon","2706","4.0","1163374246"
"Oscar Harmon","2694","4.5","1163373293"
"Oscar Harmon","2683","4.0","1163373679"
"Oscar Harmon","2502","3.5","1163374290"
"Oscar Harmon","2424","4.0","1163373193"
"Oscar Harmon","4014","4.0","1163373273"
"Oscar Harmon","3948","3.5","1163374198"
"Oscar Harmon","3897","4.5","1163374235"
"Jessica Wilson","2502","3.5","1108134291"
"Jessica Wilson","2528","3.0","1109258245"
"Jessica Wilson","2529","4.0","1108134293"
"Jessica Wilson","2571","1.0","1109258202"
"Jessica Wilson","2001","3.0","1108134289"
"Jessica Wilson","2019","4.0","1109258270"
"Jessica Wilson","2072","4.0","1109258285"
"Jessica Wilson","2174","4.0","1109258175"
"Jessica Wilson","1687","2.0","1109258281"
"Jessica Wilson","1747","2.0","1109258194"
"Jessica Wilson","1876","0.5","1108134334"
"Jessica Wilson","1909","3.0","1108134344"
"Jessica Wilson","1276","4.5","1108134309"
"Jessica Wilson","1285","4.5","1108134339"
"Jessica Wilson","1358","2.0","1109258181"
"Jessica Wilson","1639","2.0","1109258179"
"Jessica Wilson","7153","5.0","1108134519"
"Jessica Wilson","7090","3.0","1108134534"
"Jessica Wilson","8368","3.5","1108134526"
"Jessica Wilson","7361","4.0","1108134524"
"Jessica Wilson","4641","1.5","1109258217"
"Jessica Wilson","3751","1.5","1109258190"
"Jessica Wilson","5952","5.0","1108134311"
"Jessica Wilson","4975","1.5","1109258226"
"Jessica Wilson","3052","1.0","1108134337"
"Jessica Wilson","2890","3.0","1109258199"
"Jessica Wilson","3300","3.5","1109258250"
"Jessica Wilson","3114","4.0","1109258183"
"Jessica Wilson","2692","4.0","1108134274"
"Jessica Wilson","2657","2.0","1108134271"
"Jessica Wilson","2761","4.5","1108134545"
"Jessica Wilson","2723","3.0","1109258257"
"Jessica Wilson","8874","4.5","1108134521"
"Jessica Wilson","8636","4.0","1108134537"
"Jessica Wilson","8784","3.0","1108134531"
"Jessica Wilson","596","4.0","1108134269"
"Jessica Wilson","293","5.0","1108134539"
"Jessica Wilson","173","2.0","1109258228"
"Jessica Wilson","158","2.0","1108134263"
"Jessica Wilson","1259","4.5","1109258196"
"Jessica Wilson","1250","4.5","1108134284"
"Jessica Wilson","1204","5.0","1108134266"
"Jessica Wilson","903","4.0","1108134299"
"Jessica Wilson","111","4.0","1109258212"
"Kyle Bailey","198","2.0","851868704"
"Kyle Bailey","207","3.0","851868705"
"Kyle Bailey","141","4.0","851866704"
"Kyle Bailey","151","4.0","851868206"
"Kyle Bailey","110","5.0","851868188"
"Kyle Bailey","112","4.0","851866720"
"Kyle Bailey","40","4.0","851866901"
"Kyle Bailey","104","3.0","851866744"
"Kyle Bailey","31","3.0","851868750"
"Kyle Bailey","34","4.0","851867861"
"Kyle Bailey","10","3.0","851869035"
"Kyle Bailey","21","3.0","851867289"
"Kyle Bailey","1","3.0","851866703"
"Kyle Bailey","500","3.0","851867669"
"Kyle Bailey","480","4.0","851869161"
"Kyle Bailey","380","4.0","851869291"
"Kyle Bailey","377","3.0","851869291"
"Kyle Bailey","367","3.0","851867790"
"Kyle Bailey","364","3.0","851868020"
"Kyle Bailey","357","3.0","851867436"
"Kyle Bailey","356","3.0","851868188"
"Kyle Bailey","355","3.0","851867941"
"Kyle Bailey","345","3.0","851867621"
"Kyle Bailey","333","3.0","851867345"
"Kyle Bailey","329","3.0","851868524"
"Kyle Bailey","318","5.0","851868187"
"Kyle Bailey","316","2.0","851869161"
"Kyle Bailey","272","3.0","851868188"
"Kyle Bailey","260","5.0","851869062"
"Kyle Bailey","539","3.0","851867688"
"Kyle Bailey","534","4.0","851868246"
"Kyle Bailey","551","4.0","851868019"
"Kyle Bailey","541","4.0","851869035"
"Kyle Bailey","589","3.0","851869140"
"Kyle Bailey","588","4.0","851868044"
"Kyle Bailey","592","3.0","851868863"
"Kyle Bailey","590","4.0","851868186"
"Kyle Bailey","595","3.0","851868044"
"Kyle Bailey","1405","5.0","851866978"
"Kyle Bailey","1394","3.0","851867688"
"Kyle Bailey","1408","1.0","851869140"
"Kyle Bailey","1374","4.0","851869035"
"Kyle Bailey","1373","2.0","851869230"
"Kyle Bailey","1376","3.0","851869062"
"Kyle Bailey","1375","3.0","851869140"
"Kyle Bailey","1353","3.0","851866935"
"Kyle Bailey","1307","3.0","851867401"
"Kyle Bailey","1372","3.0","851869102"
"Kyle Bailey","1371","3.0","851869160"
"Kyle Bailey","1288","4.0","851867401"
"Kyle Bailey","1291","3.0","851867320"
"Kyle Bailey","1298","3.0","851868471"
"Kyle Bailey","1302","4.0","851868471"
"Kyle Bailey","1270","3.0","851867436"
"Kyle Bailey","1275","4.0","851869080"
"Kyle Bailey","1278","3.0","851867436"
"Kyle Bailey","1287","4.0","851868332"
"Kyle Bailey","1225","5.0","851868246"
"Kyle Bailey","1231","4.0","851868321"
"Kyle Bailey","1240","4.0","851869062"
"Kyle Bailey","1242","5.0","851868289"
"Kyle Bailey","1198","5.0","851869035"
"Kyle Bailey","1210","5.0","851869034"
"Kyle Bailey","1220","4.0","851867379"
"Kyle Bailey","1223","5.0","851868044"
"Kyle Bailey","1197","3.0","851867289"
"Kyle Bailey","1196","5.0","851869034"
"Kyle Bailey","1148","5.0","851868019"
"Kyle Bailey","1136","4.0","851867289"
"Kyle Bailey","1129","3.0","851869103"
"Kyle Bailey","1125","3.0","851867553"
"Kyle Bailey","1097","3.0","851868308"
"Kyle Bailey","1080","4.0","851867289"
"Kyle Bailey","1079","4.0","851867320"
"Kyle Bailey","1073","3.0","851866744"
"Kyle Bailey","1036","3.0","851869102"
"Kyle Bailey","924","4.0","851868289"
"Kyle Bailey","786","2.0","851866744"
"Kyle Bailey","780","3.0","851866703"
"Kyle Bailey","745","5.0","851868020"
"Kyle Bailey","737","1.0","851866763"
"Kyle Bailey","724","2.0","851866784"
"Kyle Bailey","736","1.0","851866704"
"Kyle Bailey","708","3.0","851866744"
"Kyle Bailey","720","5.0","851868019"
"Kyle Bailey","610","3.0","851868074"
"Kyle Bailey","671","4.0","851866806"
"Kyle Bailey","594","4.0","851868020"
"John Henderson","43556","3.5","1154473022"
"John Henderson","43871","3.0","1154473014"
"John Henderson","44004","3.0","1154473017"
"John Henderson","34162","3.5","1154400423"
"John Henderson","40583","3.5","1154473088"
"John Henderson","40819","3.5","1154473264"
"John Henderson","42007","2.0","1154473042"
"John Henderson","32587","3.5","1154465243"
"John Henderson","33166","4.5","1154473310"
"John Henderson","33493","4.5","1154400263"
"John Henderson","33794","4.5","1154464726"
"John Henderson","8533","2.5","1154400471"
"John Henderson","8784","4.5","1154464868"
"John Henderson","8873","4.0","1154465499"
"John Henderson","8874","3.0","1154465548"
"John Henderson","7438","4.0","1154464994"
"John Henderson","7361","4.0","1154465367"
"John Henderson","7153","4.0","1154464753"
"John Henderson","7143","3.5","1154400294"
"John Henderson","6879","3.0","1154400253"
"John Henderson","6874","5.0","1154465296"
"John Henderson","6870","4.0","1154464895"
"John Henderson","6378","3.0","1154400191"
"John Henderson","6377","4.0","1154389474"
"John Henderson","5989","3.5","1154400444"
"John Henderson","5952","4.0","1154464762"
"John Henderson","5669","3.0","1154465385"
"John Henderson","5650","4.0","1154465399"
"John Henderson","5630","4.0","1154400407"
"John Henderson","5464","4.0","1154464756"
"John Henderson","5445","4.5","1154400449"
"John Henderson","5064","5.0","1154400236"
"John Henderson","5378","3.5","1154389552"
"John Henderson","4993","3.5","1154464819"
"John Henderson","4995","3.5","1154389449"
"John Henderson","4963","4.5","1154400383"
"John Henderson","4973","4.0","1154465373"
"John Henderson","4886","3.5","1154464808"
"John Henderson","4896","3.5","1154400398"
"John Henderson","4262","4.0","1154464915"
"John Henderson","4448","2.5","1154400334"
"John Henderson","4034","4.5","1154465279"
"John Henderson","4226","5.0","1154464905"
"John Henderson","4011","4.5","1154464873"
"John Henderson","4019","3.5","1154400245"
"John Henderson","3948","4.0","1154389482"
"John Henderson","3996","4.0","1154465526"
"John Henderson","457","4.5","1154400475"
"John Henderson","356","4.0","1154400390"
"John Henderson","524","2.0","1154400357"
"John Henderson","520","3.5","1154389356"
"John Henderson","282","2.0","1154389420"
"John Henderson","260","3.5","1154464829"
"John Henderson","318","5.0","1154464714"
"John Henderson","296","4.0","1154465380"
"John Henderson","805","3.5","1154389432"
